TimesheetID,Date,ConsultantID,ProjectID,Hours,IsBillable
TS0004046,2024-12-12,C015,P021,5.0,1
TS0004047,2024-12-12,C017,P021,4.0,1
TS0004048,2024-12-12,C009,P021,5.4,1
TS0004049,2024-12-12,C023,P020,5.7,1
TS0004050,2024-12-12,C029,P016,3.3,1
TS0004051,2024-12-12,C018,P016,5.7,1
TS0004052,2024-12-12,C030,P011,4.9,1
TS0004053,2024-12-12,C020,P011,8.4,1
TS0004054,2024-12-12,C006,P011,8.1,1
TS0004055,2024-12-12,C017,P011,3.1,0
TS0004056,2024-12-13,C026,P022,6.7,1
TS0004057,2024-12-13,C028,P003,3.4,0
TS0004058,2024-12-13,C024,P008,7.2,1
TS0004059,2024-12-13,C019,P008,5.7,1
TS0004060,2024-12-13,C030,P008,6.6,1
TS0004061,2024-12-13,C015,P008,5.2,1
TS0004062,2024-12-13,C020,P011,5.4,1
TS0004063,2024-12-13,C001,P011,7.0,1
TS0004064,2024-12-13,C030,P011,6.1,1
TS0004065,2024-12-13,C017,P011,6.4,1
TS0004066,2024-12-13,C025,P011,6.7,1
TS0004067,2024-12-13,C006,P011,6.2,1
TS0004068,2024-12-13,C015,P011,3.4,1
TS0004069,2024-12-13,C013,P033,3.8,0
TS0004070,2024-12-13,C016,P033,6.5,1
TS0004071,2024-12-13,C024,P033,6.8,1
TS0004072,2024-12-13,C009,P021,4.7,1
TS0004073,2024-12-13,C017,P021,6.2,1
TS0004074,2024-12-13,C015,P021,5.2,1
TS0004075,2024-12-13,C018,P010,6.0,1
TS0004076,2024-12-13,C015,P018,4.0,1
TS0004077,2024-12-13,C014,P036,6.1,1
TS0004078,2024-12-13,C001,P001,6.8,1
TS0004079,2024-12-13,C024,P001,8.2,1
TS0004080,2024-12-13,C017,P020,2.7,1
TS0004081,2024-12-16,C019,P008,2.1,0
TS0004082,2024-12-16,C024,P008,5.6,1
TS0004083,2024-12-16,C022,P008,1.3,0
TS0004084,2024-12-16,C015,P008,4.7,1
TS0004085,2024-12-16,C012,P008,9.3,1
TS0004086,2024-12-16,C004,P018,6.8,1
TS0004087,2024-12-16,C002,P018,4.9,1
TS0004088,2024-12-16,C015,P018,7.2,1
TS0004089,2024-12-16,C017,P018,5.7,1
TS0004090,2024-12-16,C018,P018,7.5,1
TS0004091,2024-12-16,C001,P018,5.3,1
TS0004092,2024-12-16,C025,P018,6.1,1
TS0004093,2024-12-16,C014,P036,7.3,1
TS0004094,2024-12-16,C007,P036,5.7,1
TS0004095,2024-12-16,C022,P033,3.9,1
TS0004096,2024-12-16,C024,P033,0.4,0
TS0004097,2024-12-16,C015,P021,6.6,1
TS0004098,2024-12-16,C024,P001,8.3,1
TS0004099,2024-12-16,C001,P001,0.6,0
TS0004100,2024-12-16,C026,P001,7.3,1
TS0004101,2024-12-16,C017,P011,6.6,1
TS0004102,2024-12-16,C020,P011,7.7,1
TS0004103,2024-12-16,C025,P011,6.8,1
TS0004104,2024-12-16,C018,P010,8.0,1
TS0004105,2024-12-16,C023,P020,6.0,1
TS0004106,2024-12-16,C007,P020,7.2,1
TS0004107,2024-12-16,C027,P022,6.5,1
TS0004108,2024-12-16,C023,P022,7.2,1
TS0004109,2024-12-16,C017,P022,5.4,1
TS0004110,2024-12-16,C018,P016,1.9,1
TS0004111,2024-12-17,C014,P036,6.1,1
TS0004112,2024-12-17,C007,P036,7.0,1
TS0004113,2024-12-17,C009,P021,5.2,1
TS0004114,2024-12-17,C024,P008,6.2,1
TS0004115,2024-12-17,C015,P008,7.6,1
TS0004116,2024-12-17,C017,P011,8.2,1
TS0004117,2024-12-17,C025,P011,3.6,1
TS0004118,2024-12-17,C022,P033,2.5,0
TS0004119,2024-12-17,C013,P033,1.4,0
TS0004120,2024-12-17,C006,P033,6.1,1
TS0004121,2024-12-17,C026,P001,4.1,1
TS0004122,2024-12-17,C001,P001,3.0,1
TS0004123,2024-12-17,C024,P001,2.3,0
TS0004124,2024-12-18,C014,P036,3.7,1
TS0004125,2024-12-18,C015,P018,5.7,1
TS0004126,2024-12-18,C025,P018,0.8,0
TS0004127,2024-12-18,C004,P018,6.1,1
TS0004128,2024-12-18,C002,P018,5.9,1
TS0004129,2024-12-18,C018,P018,6.8,1
TS0004130,2024-12-18,C001,P018,7.5,1
TS0004131,2024-12-18,C017,P018,6.4,1
TS0004132,2024-12-18,C030,P011,7.9,1
TS0004133,2024-12-18,C017,P011,5.2,1
TS0004134,2024-12-18,C015,P011,3.6,1
TS0004135,2024-12-18,C024,P001,5.5,1
TS0004136,2024-12-18,C026,P001,7.0,1
TS0004137,2024-12-18,C001,P001,6.0,1
TS0004138,2024-12-18,C018,P022,6.3,1
TS0004139,2024-12-18,C008,P022,4.5,1
TS0004140,2024-12-18,C007,P020,5.3,1
TS0004141,2024-12-18,C020,P020,8.0,1
TS0004142,2024-12-18,C011,P020,6.0,1
TS0004143,2024-12-18,C017,P020,6.0,1
TS0004144,2024-12-18,C023,P020,4.9,1
TS0004145,2024-12-18,C016,P033,4.3,1
TS0004146,2024-12-18,C004,P033,5.7,1
TS0004147,2024-12-18,C017,P021,6.5,1
TS0004148,2024-12-18,C009,P021,4.8,1
TS0004149,2024-12-18,C029,P016,9.9,1
TS0004150,2024-12-18,C018,P016,5.5,1
TS0004151,2024-12-18,C018,P010,5.7,1
TS0004152,2024-12-18,C012,P008,10.4,1
TS0004153,2024-12-18,C024,P008,7.2,1
TS0004154,2024-12-18,C030,P008,7.3,1
TS0004155,2024-12-18,C015,P008,1.0,0
TS0004156,2024-12-18,C022,P008,3.6,0
TS0004157,2024-12-19,C017,P018,5.3,1
TS0004158,2024-12-19,C001,P018,9.2,1
TS0004159,2024-12-19,C025,P018,8.3,1
TS0004160,2024-12-19,C002,P018,2.8,1
TS0004161,2024-12-19,C018,P018,5.5,1
TS0004162,2024-12-19,C004,P018,5.3,1
TS0004163,2024-12-19,C005,P010,5.2,1
TS0004164,2024-12-19,C018,P010,4.9,1
TS0004165,2024-12-19,C014,P036,3.1,1
TS0004166,2024-12-19,C007,P036,6.6,1
TS0004167,2024-12-19,C011,P020,8.1,1
TS0004168,2024-12-19,C023,P020,9.4,1
TS0004169,2024-12-19,C020,P020,6.2,1
TS0004170,2024-12-19,C018,P022,4.3,0
TS0004171,2024-12-19,C023,P022,6.2,1
TS0004172,2024-12-19,C026,P022,8.9,1
TS0004173,2024-12-19,C027,P022,5.4,1
TS0004174,2024-12-19,C017,P022,6.2,1
TS0004175,2024-12-19,C024,P033,5.8,1
TS0004176,2024-12-19,C013,P033,6.4,1
TS0004177,2024-12-19,C030,P008,1.8,0
TS0004178,2024-12-19,C012,P008,9.4,1
TS0004179,2024-12-19,C022,P008,3.5,0
TS0004180,2024-12-19,C015,P008,6.0,1
TS0004181,2024-12-20,C023,P022,7.9,1
TS0004182,2024-12-20,C016,P022,6.6,1
TS0004183,2024-12-20,C026,P022,6.0,1
TS0004184,2024-12-20,C013,P033,8.9,1
TS0004185,2024-12-20,C022,P033,5.0,1
TS0004186,2024-12-20,C004,P033,6.8,1
TS0004187,2024-12-20,C006,P033,6.4,1
TS0004188,2024-12-20,C016,P033,5.6,1
TS0004189,2024-12-20,C017,P021,5.9,1
TS0004190,2024-12-20,C009,P021,4.6,1
TS0004191,2024-12-20,C025,P011,1.7,0
TS0004192,2024-12-20,C017,P011,8.2,1
TS0004193,2024-12-20,C015,P011,7.5,1
TS0004194,2024-12-20,C020,P011,0.7,0
TS0004195,2024-12-20,C001,P011,4.5,0
TS0004196,2024-12-20,C018,P010,1.8,0
TS0004197,2024-12-20,C029,P016,7.5,1
TS0004198,2024-12-20,C018,P016,5.4,1
TS0004199,2024-12-20,C012,P008,7.9,1
TS0004200,2024-12-20,C014,P036,5.7,1
TS0004201,2024-12-20,C007,P036,6.6,1
TS0004202,2024-12-23,C015,P018,8.3,1
TS0004203,2024-12-23,C004,P018,4.8,1
TS0004204,2024-12-23,C018,P018,5.4,1
TS0004205,2024-12-23,C017,P018,7.2,1
TS0004206,2024-12-23,C001,P018,8.6,1
TS0004207,2024-12-23,C002,P018,4.3,1
TS0004208,2024-12-23,C027,P022,5.7,1
TS0004209,2024-12-23,C016,P022,8.6,1
TS0004210,2024-12-23,C015,P021,6.6,1
TS0004211,2024-12-23,C001,P011,5.5,1
TS0004212,2024-12-23,C014,P036,5.1,1
TS0004213,2024-12-23,C007,P036,3.5,0
TS0004214,2024-12-23,C018,P016,4.1,1
TS0004215,2024-12-23,C017,P020,6.6,1
TS0004216,2024-12-23,C016,P033,6.3,1
TS0004217,2024-12-23,C013,P033,1.0,0
TS0004218,2024-12-23,C024,P033,4.6,1
TS0004219,2024-12-24,C002,P018,3.6,1
TS0004220,2024-12-24,C004,P018,6.7,1
TS0004221,2024-12-24,C015,P018,5.5,1
TS0004222,2024-12-24,C001,P018,7.6,1
TS0004223,2024-12-24,C001,P011,6.5,1
TS0004224,2024-12-24,C020,P011,4.5,1
TS0004225,2024-12-24,C015,P011,5.7,1
TS0004226,2024-12-24,C024,P033,6.8,1
TS0004227,2024-12-24,C016,P033,4.2,1
TS0004228,2024-12-24,C023,P020,7.6,1
TS0004229,2024-12-24,C007,P036,6.9,1
TS0004230,2024-12-24,C009,P021,6.1,1
TS0004231,2024-12-24,C015,P021,5.4,1
TS0004232,2024-12-24,C005,P010,4.9,1
TS0004233,2024-12-24,C018,P010,4.7,1
TS0004234,2024-12-24,C029,P016,2.8,1
TS0004235,2024-12-24,C023,P022,5.5,1
TS0004236,2024-12-24,C027,P022,6.7,1
TS0004237,2024-12-24,C026,P022,4.6,1
TS0004238,2024-12-24,C017,P022,5.4,1
TS0004239,2024-12-24,C018,P022,5.9,1
TS0004240,2024-12-24,C008,P022,5.5,1
TS0004241,2024-12-25,C030,P011,1.8,0
TS0004242,2024-12-25,C001,P011,8.2,1
TS0004243,2024-12-25,C029,P016,10.2,1
TS0004244,2024-12-25,C018,P016,7.9,1
TS0004245,2024-12-25,C017,P021,3.0,1
TS0004246,2024-12-25,C001,P001,7.0,1
TS0004247,2024-12-25,C026,P001,6.1,1
TS0004248,2024-12-25,C004,P018,7.5,1
TS0004249,2024-12-25,C002,P018,6.9,1
TS0004250,2024-12-25,C025,P018,8.3,1
TS0004251,2024-12-25,C001,P018,9.3,1
TS0004252,2024-12-25,C018,P018,3.1,1
TS0004253,2024-12-25,C024,P008,10.5,1
TS0004254,2024-12-25,C030,P008,5.3,1
TS0004255,2024-12-25,C015,P008,3.7,1
TS0004256,2024-12-25,C019,P008,7.2,1
TS0004257,2024-12-25,C022,P008,1.2,0
TS0004258,2024-12-25,C018,P010,6.7,1
TS0004259,2024-12-25,C007,P036,8.5,1
TS0004260,2024-12-25,C023,P020,1.6,0
TS0004261,2024-12-25,C011,P020,6.2,1
TS0004262,2024-12-25,C007,P020,5.4,1
TS0004263,2024-12-25,C013,P033,6.3,1
TS0004264,2024-12-25,C017,P022,6.7,1
TS0004265,2024-12-25,C008,P022,8.3,1
TS0004266,2024-12-25,C027,P022,5.3,1
TS0004267,2024-12-26,C013,P033,6.9,1
TS0004268,2024-12-26,C022,P033,5.7,1
TS0004269,2024-12-26,C029,P016,7.3,1
TS0004270,2024-12-26,C024,P001,8.5,1
TS0004271,2024-12-26,C001,P001,5.4,1
TS0004272,2024-12-26,C026,P001,7.9,1
TS0004273,2024-12-26,C020,P020,6.7,1
TS0004274,2024-12-26,C011,P020,5.8,1
TS0004275,2024-12-26,C017,P020,5.4,1
TS0004276,2024-12-26,C007,P020,7.1,1
TS0004277,2024-12-26,C017,P011,6.6,1
TS0004278,2024-12-26,C024,P008,7.3,1
TS0004279,2024-12-26,C019,P008,7.2,1
TS0004280,2024-12-26,C022,P008,7.7,1
TS0004281,2024-12-26,C015,P008,6.0,1
TS0004282,2024-12-26,C017,P021,7.9,1
TS0004283,2024-12-26,C015,P021,1.0,0
TS0004284,2024-12-26,C018,P022,7.0,1
TS0004285,2024-12-26,C027,P022,6.4,1
TS0004286,2024-12-26,C008,P022,5.6,1
TS0004287,2024-12-26,C016,P022,5.4,1
TS0004288,2024-12-26,C017,P022,7.6,1
TS0004289,2024-12-26,C023,P022,8.2,1
TS0004290,2024-12-26,C026,P022,8.1,1
TS0004291,2024-12-26,C018,P010,4.7,1
TS0004292,2024-12-26,C025,P018,5.2,1
TS0004293,2024-12-26,C001,P018,4.3,1
TS0004294,2024-12-26,C007,P036,5.0,1
TS0004295,2024-12-26,C014,P036,6.6,1
TS0004296,2024-12-27,C017,P020,6.4,1
TS0004297,2024-12-27,C015,P018,4.4,1
TS0004298,2024-12-27,C025,P018,6.4,1
TS0004299,2024-12-27,C017,P018,6.5,1
TS0004300,2024-12-27,C024,P001,10.2,1
TS0004301,2024-12-27,C017,P011,2.5,0
TS0004302,2024-12-27,C008,P022,6.3,1
TS0004303,2024-12-27,C005,P010,6.9,1
TS0004304,2024-12-27,C015,P021,2.7,0
TS0004305,2024-12-27,C017,P021,3.6,1
TS0004306,2024-12-27,C009,P021,5.5,1
TS0004307,2024-12-27,C015,P008,5.8,1
TS0004308,2024-12-27,C030,P008,5.5,1
TS0004309,2024-12-27,C022,P008,1.9,0
TS0004310,2024-12-27,C012,P008,7.3,1
TS0004311,2024-12-27,C024,P008,1.7,0
TS0004312,2024-12-27,C016,P033,5.9,1
TS0004313,2024-12-27,C004,P033,5.7,1
TS0004314,2024-12-27,C029,P016,7.2,1
TS0004315,2024-12-27,C018,P016,6.1,1
TS0004316,2024-12-27,C007,P036,1.6,0
TS0004317,2024-12-30,C018,P010,1.0,0
TS0004318,2024-12-30,C005,P010,6.2,1
TS0004319,2024-12-30,C030,P008,7.7,1
TS0004320,2024-12-30,C019,P008,0.3,0
TS0004321,2024-12-30,C024,P008,3.9,1
TS0004322,2024-12-30,C015,P008,8.3,1
TS0004323,2024-12-30,C022,P008,6.8,1
TS0004324,2024-12-30,C012,P008,7.8,1
TS0004325,2024-12-30,C018,P016,7.9,1
TS0004326,2024-12-30,C017,P021,6.7,1
TS0004327,2024-12-30,C015,P021,8.5,1
TS0004328,2024-12-30,C009,P021,7.4,1
TS0004329,2024-12-30,C024,P001,1.7,0
TS0004330,2024-12-30,C026,P001,2.2,0
TS0004331,2024-12-30,C001,P001,5.1,1
TS0004332,2024-12-30,C014,P036,5.2,1
TS0004333,2024-12-30,C025,P011,8.8,1
TS0004334,2024-12-30,C020,P011,6.3,1
TS0004335,2024-12-30,C015,P011,6.9,1
TS0004336,2024-12-30,C017,P011,4.5,1
TS0004337,2024-12-30,C013,P033,5.9,1
TS0004338,2024-12-30,C022,P033,6.9,1
TS0004339,2024-12-30,C004,P033,5.0,1
TS0004340,2024-12-30,C024,P033,3.4,1
TS0004341,2024-12-30,C016,P033,5.2,1
TS0004342,2024-12-30,C006,P033,6.1,1
TS0004343,2024-12-30,C001,P018,2.0,1
TS0004344,2024-12-30,C004,P018,8.6,1
TS0004345,2024-12-30,C015,P018,0.7,0
TS0004346,2024-12-30,C018,P018,7.4,1
TS0004347,2024-12-30,C025,P018,6.8,1
TS0004348,2024-12-30,C002,P018,6.8,1
TS0004349,2024-12-31,C007,P036,5.8,1
TS0004350,2024-12-31,C014,P036,6.6,1
TS0004351,2024-12-31,C017,P020,6.4,1
TS0004352,2024-12-31,C011,P020,5.2,1
TS0004353,2024-12-31,C020,P020,7.0,1
TS0004354,2024-12-31,C007,P020,7.0,1
TS0004355,2024-12-31,C023,P020,5.8,1
TS0004356,2024-12-31,C030,P008,5.0,1
TS0004357,2024-12-31,C012,P008,3.9,1
TS0004358,2024-12-31,C024,P008,9.5,1
TS0004359,2024-12-31,C015,P008,3.6,0
TS0004360,2024-12-31,C019,P008,6.8,1
TS0004361,2024-12-31,C018,P010,4.1,1
TS0004362,2024-12-31,C022,P033,5.1,1
TS0004363,2024-12-31,C004,P033,6.1,1
TS0004364,2024-12-31,C016,P033,7.7,1
TS0004365,2024-12-31,C004,P018,7.1,1
TS0004366,2024-12-31,C017,P018,7.8,1
TS0004367,2025-01-01,C025,P018,5.9,1
TS0004368,2025-01-01,C004,P018,4.9,1
TS0004369,2025-01-01,C002,P018,5.9,1
TS0004370,2025-01-01,C015,P018,3.7,0
TS0004371,2025-01-01,C001,P018,3.9,1
TS0004372,2025-01-01,C029,P016,3.4,0
TS0004373,2025-01-01,C005,P010,6.3,1
TS0004374,2025-01-01,C017,P021,3.9,1
TS0004375,2025-01-01,C015,P021,7.5,1
TS0004376,2025-01-01,C009,P021,6.2,1
TS0004377,2025-01-01,C007,P020,6.0,1
TS0004378,2025-01-01,C023,P020,7.8,1
TS0004379,2025-01-01,C011,P020,6.2,1
TS0004380,2025-01-01,C017,P020,1.4,0
TS0004381,2025-01-01,C024,P033,8.9,1
TS0004382,2025-01-02,C018,P010,7.3,1
TS0004383,2025-01-02,C005,P010,5.0,1
TS0004384,2025-01-02,C007,P036,5.2,1
TS0004385,2025-01-02,C004,P018,6.3,1
TS0004386,2025-01-02,C015,P018,5.1,1
TS0004387,2025-01-02,C018,P018,4.6,1
TS0004388,2025-01-02,C025,P018,4.2,1
TS0004389,2025-01-02,C001,P018,5.5,1
TS0004390,2025-01-02,C017,P018,9.0,1
TS0004391,2025-01-02,C017,P021,6.5,1
TS0004392,2025-01-02,C009,P021,6.8,1
TS0004393,2025-01-02,C020,P020,5.6,1
TS0004394,2025-01-02,C017,P020,6.9,1
TS0004395,2025-01-02,C023,P020,7.8,1
TS0004396,2025-01-02,C007,P020,7.3,1
TS0004397,2025-01-03,C018,P016,4.6,1
TS0004398,2025-01-03,C006,P033,0.6,0
TS0004399,2025-01-03,C004,P033,5.2,1
TS0004400,2025-01-03,C013,P033,3.3,0
TS0004401,2025-01-03,C022,P033,6.0,1
TS0004402,2025-01-03,C007,P036,5.1,1
TS0004403,2025-01-03,C014,P036,4.7,1
TS0004404,2025-01-03,C011,P020,6.1,1
TS0004405,2025-01-03,C023,P020,5.6,1
TS0004406,2025-01-03,C007,P020,8.2,1
TS0004407,2025-01-03,C017,P020,5.4,1
TS0004408,2025-01-03,C020,P020,5.7,1
TS0004409,2025-01-03,C018,P024,6.1,1
TS0004410,2025-01-06,C030,P008,7.4,1
TS0004411,2025-01-06,C015,P008,8.1,1
TS0004412,2025-01-06,C029,P016,6.4,1
TS0004413,2025-01-06,C001,P001,5.9,1
TS0004414,2025-01-06,C026,P029,9.3,1
TS0004415,2025-01-06,C004,P029,5.3,1
TS0004416,2025-01-06,C017,P020,8.3,1
TS0004417,2025-01-06,C011,P020,7.9,1
TS0004418,2025-01-06,C014,P036,7.4,1
TS0004419,2025-01-06,C004,P018,4.2,1
TS0004420,2025-01-06,C001,P018,6.3,1
TS0004421,2025-01-06,C002,P018,5.7,1
TS0004422,2025-01-06,C015,P018,5.8,1
TS0004423,2025-01-06,C017,P018,6.5,1
TS0004424,2025-01-06,C018,P018,0.6,0
TS0004425,2025-01-06,C025,P018,5.9,1
TS0004426,2025-01-07,C018,P016,7.2,1
TS0004427,2025-01-07,C023,P020,1.6,0
TS0004428,2025-01-07,C017,P020,2.9,1
TS0004429,2025-01-07,C006,P033,7.0,1
TS0004430,2025-01-07,C024,P033,3.5,1
TS0004431,2025-01-07,C022,P033,1.6,0
TS0004432,2025-01-07,C013,P033,3.7,0
TS0004433,2025-01-07,C007,P036,8.9,1
TS0004434,2025-01-07,C009,P021,6.7,1
TS0004435,2025-01-07,C026,P001,4.9,1
TS0004436,2025-01-07,C030,P008,6.7,1
TS0004437,2025-01-08,C016,P033,6.6,1
TS0004438,2025-01-08,C022,P033,2.4,0
TS0004439,2025-01-08,C004,P033,5.0,1
TS0004440,2025-01-08,C026,P029,7.5,1
TS0004441,2025-01-08,C018,P016,6.7,1
TS0004442,2025-01-08,C004,P018,6.5,1
TS0004443,2025-01-08,C018,P018,6.3,1
TS0004444,2025-01-08,C015,P018,2.2,0
TS0004445,2025-01-08,C009,P021,5.9,1
TS0004446,2025-01-08,C020,P020,2.6,1
TS0004447,2025-01-08,C017,P020,6.1,1
TS0004448,2025-01-08,C023,P020,2.7,0
TS0004449,2025-01-08,C011,P020,6.8,1
TS0004450,2025-01-08,C030,P024,4.2,1
TS0004451,2025-01-09,C022,P008,2.9,1
TS0004452,2025-01-09,C012,P008,4.9,1
TS0004453,2025-01-09,C017,P018,0.3,0
TS0004454,2025-01-09,C025,P018,7.6,1
TS0004455,2025-01-09,C018,P018,5.5,1
TS0004456,2025-01-09,C004,P018,4.1,1
TS0004457,2025-01-09,C015,P018,1.2,0
TS0004458,2025-01-09,C001,P018,9.4,1
TS0004459,2025-01-09,C002,P018,4.9,1
TS0004460,2025-01-09,C005,P029,5.4,1
TS0004461,2025-01-09,C030,P024,7.1,1
TS0004462,2025-01-09,C018,P016,5.4,1
TS0004463,2025-01-09,C004,P033,2.8,0
TS0004464,2025-01-09,C016,P033,7.0,1
TS0004465,2025-01-09,C017,P021,6.6,1
TS0004466,2025-01-09,C020,P020,6.6,1
TS0004467,2025-01-09,C023,P020,5.3,1
TS0004468,2025-01-09,C014,P036,4.5,1
TS0004469,2025-01-09,C007,P036,4.3,1
TS0004470,2025-01-09,C024,P001,5.2,1
TS0004471,2025-01-09,C001,P001,1.6,0
TS0004472,2025-01-10,C017,P020,7.0,1
TS0004473,2025-01-10,C020,P020,2.6,0
TS0004474,2025-01-10,C011,P020,6.4,1
TS0004475,2025-01-10,C007,P036,2.7,1
TS0004476,2025-01-10,C014,P036,6.5,1
TS0004477,2025-01-10,C009,P021,7.1,1
TS0004478,2025-01-10,C015,P021,4.7,1
TS0004479,2025-01-10,C004,P029,6.1,1
TS0004480,2025-01-10,C026,P029,5.9,1
TS0004481,2025-01-10,C005,P029,3.9,1
TS0004482,2025-01-10,C023,P029,5.7,1
TS0004483,2025-01-10,C010,P029,1.4,0
TS0004484,2025-01-10,C025,P029,2.9,0
TS0004485,2025-01-10,C024,P001,2.2,0
TS0004486,2025-01-13,C015,P008,7.8,1
TS0004487,2025-01-13,C024,P008,4.5,1
TS0004488,2025-01-13,C022,P008,6.8,1
TS0004489,2025-01-13,C019,P008,4.4,1
TS0004490,2025-01-13,C030,P008,7.9,1
TS0004491,2025-01-13,C012,P008,5.1,1
TS0004492,2025-01-13,C029,P024,2.6,0
TS0004493,2025-01-13,C030,P024,6.0,1
TS0004494,2025-01-13,C026,P029,6.9,1
TS0004495,2025-01-13,C010,P029,2.2,0
TS0004496,2025-01-13,C023,P029,8.1,1
TS0004497,2025-01-13,C004,P029,7.3,1
TS0004498,2025-01-13,C015,P018,4.4,1
TS0004499,2025-01-13,C025,P018,4.3,1
TS0004500,2025-01-13,C018,P018,5.1,1
TS0004501,2025-01-13,C017,P018,6.4,1
TS0004502,2025-01-13,C017,P021,4.8,1
TS0004503,2025-01-13,C009,P021,7.6,1
TS0004504,2025-01-13,C015,P021,6.1,1
TS0004505,2025-01-13,C022,P033,8.6,1
TS0004506,2025-01-13,C006,P033,7.9,1
TS0004507,2025-01-13,C016,P033,3.5,0
TS0004508,2025-01-13,C024,P033,7.0,1
TS0004509,2025-01-13,C013,P033,4.8,1
TS0004510,2025-01-13,C004,P033,5.7,1
TS0004511,2025-01-13,C007,P036,5.6,1
TS0004512,2025-01-13,C001,P001,4.5,1
TS0004513,2025-01-13,C024,P001,5.4,1
TS0004514,2025-01-13,C026,P001,6.3,1
TS0004515,2025-01-13,C029,P016,7.1,1
TS0004516,2025-01-14,C007,P020,3.1,1
TS0004517,2025-01-14,C001,P018,6.2,1
TS0004518,2025-01-14,C029,P016,5.5,1
TS0004519,2025-01-14,C017,P021,8.1,1
TS0004520,2025-01-14,C015,P021,6.8,1
TS0004521,2025-01-14,C026,P029,6.2,1
TS0004522,2025-01-14,C004,P029,4.8,1
TS0004523,2025-01-14,C010,P029,2.0,0
TS0004524,2025-01-14,C025,P029,5.9,1
TS0004525,2025-01-14,C005,P029,4.9,1
TS0004526,2025-01-14,C030,P024,2.7,0
TS0004527,2025-01-14,C009,P024,6.5,1
TS0004528,2025-01-14,C018,P024,6.9,1
TS0004529,2025-01-14,C029,P024,9.3,1
TS0004530,2025-01-14,C026,P001,4.4,1
TS0004531,2025-01-15,C017,P020,6.0,1
TS0004532,2025-01-15,C020,P020,6.0,1
TS0004533,2025-01-15,C023,P020,3.6,1
TS0004534,2025-01-15,C007,P020,6.3,1
TS0004535,2025-01-15,C011,P020,6.5,1
TS0004536,2025-01-15,C024,P008,7.6,1
TS0004537,2025-01-15,C030,P008,4.0,1
TS0004538,2025-01-15,C014,P036,6.5,1
TS0004539,2025-01-15,C004,P018,3.8,1
TS0004540,2025-01-15,C018,P018,2.2,0
TS0004541,2025-01-15,C002,P018,6.0,1
TS0004542,2025-01-15,C016,P033,6.2,0
TS0004543,2025-01-15,C022,P033,7.9,1
TS0004544,2025-01-15,C029,P016,0.7,0
TS0004545,2025-01-15,C001,P001,3.3,1
TS0004546,2025-01-15,C024,P001,4.1,1
TS0004547,2025-01-15,C026,P001,6.5,1
TS0004548,2025-01-15,C009,P021,5.5,1
TS0004549,2025-01-15,C004,P029,6.1,1
TS0004550,2025-01-15,C025,P029,5.5,1
TS0004551,2025-01-15,C005,P029,8.3,1
TS0004552,2025-01-15,C023,P029,4.4,1
TS0004553,2025-01-15,C029,P024,2.9,0
TS0004554,2025-01-15,C009,P024,6.8,1
TS0004555,2025-01-15,C030,P024,4.6,1
TS0004556,2025-01-16,C030,P024,5.6,1
TS0004557,2025-01-16,C029,P024,5.9,1
TS0004558,2025-01-16,C018,P024,5.4,1
TS0004559,2025-01-16,C024,P008,5.3,1
TS0004560,2025-01-16,C011,P020,5.4,1
TS0004561,2025-01-16,C020,P020,4.0,1
TS0004562,2025-01-16,C007,P020,2.8,1
TS0004563,2025-01-16,C023,P020,5.8,1
TS0004564,2025-01-16,C017,P020,5.0,1
TS0004565,2025-01-16,C024,P033,7.1,1
TS0004566,2025-01-16,C013,P033,5.3,1
TS0004567,2025-01-16,C016,P033,6.6,1
TS0004568,2025-01-16,C002,P018,6.8,1
TS0004569,2025-01-16,C001,P018,4.0,1
TS0004570,2025-01-16,C004,P018,7.6,1
TS0004571,2025-01-16,C017,P018,9.2,1
TS0004572,2025-01-16,C015,P018,3.5,1
TS0004573,2025-01-16,C009,P021,7.9,1
TS0004574,2025-01-16,C029,P016,6.2,1
TS0004575,2025-01-16,C018,P016,7.8,1
TS0004576,2025-01-16,C026,P029,5.2,1
TS0004577,2025-01-16,C004,P029,3.6,0
TS0004578,2025-01-16,C001,P001,5.4,1
TS0004579,2025-01-16,C024,P001,4.5,1
TS0004580,2025-01-17,C030,P024,6.7,1
TS0004581,2025-01-17,C026,P001,5.2,1
TS0004582,2025-01-17,C001,P001,7.3,1
TS0004583,2025-01-17,C009,P021,7.6,1
TS0004584,2025-01-17,C017,P021,8.5,1
TS0004585,2025-01-17,C029,P016,4.3,1
TS0004586,2025-01-17,C018,P016,8.4,1
TS0004587,2025-01-17,C010,P029,4.8,1
TS0004588,2025-01-17,C004,P029,4.3,1
TS0004589,2025-01-17,C005,P029,6.1,1
TS0004590,2025-01-17,C025,P029,7.4,1
TS0004591,2025-01-17,C023,P029,3.2,1
TS0004592,2025-01-17,C002,P018,7.0,1
TS0004593,2025-01-17,C001,P018,1.7,1
TS0004594,2025-01-17,C018,P018,3.4,1
TS0004595,2025-01-17,C004,P018,6.0,1
TS0004596,2025-01-17,C015,P018,0.5,0
TS0004597,2025-01-17,C025,P018,6.7,1
TS0004598,2025-01-17,C019,P008,1.2,0
TS0004599,2025-01-17,C024,P008,3.6,0
TS0004600,2025-01-17,C015,P008,3.6,1
TS0004601,2025-01-17,C012,P008,6.7,1
TS0004602,2025-01-17,C022,P008,1.0,0
TS0004603,2025-01-17,C024,P033,6.2,1
